# FrameTime=1781596344.71, PointCount=523
9.8428,14.3170
9.8210,14.3174
9.8008,14.3201
9.7794,14.3209
9.7742,14.3435
9.7575,14.3805
9.7373,14.3829
9.7330,14.4072
9.7302,14.4338
9.7202,14.4505
9.7676,14.5483
9.7023,14.5182
9.6505,14.4751
9.5877,14.4153
9.5422,14.3800
9.5363,14.4021
9.5163,14.4036
9.6927,14.6972
9.4847,14.4189
9.4482,14.3952
9.4613,14.4464
9.4604,14.4768
9.4594,14.5073
9.4582,14.5378
9.4313,14.5610
9.4137,14.5663
9.3935,14.5672
9.4157,14.6359
9.4164,14.6707
9.3855,14.6546
9.3898,14.6956
9.4316,14.8341
9.3813,14.7858
9.3785,14.8165
9.2916,14.7056
9.2662,14.6974
9.2610,14.7236
9.2202,14.7241
9.2173,14.7546
9.2018,14.7634
9.1912,14.7809
9.1695,14.7785
9.1539,14.7871
